order_id,customer_id,customer_name,email,phone,province,category,product_name,quantity,unit_price,discount_pct,order_date,ship_date,status,sales_rep,revenue,_issues,_severity,_unit_price_num,_qty_num,_province_std,_order_dt,_ship_dt
ORD013824,CUST99080,Ana Garcia,ana.garcia8@company.ca,+1-563-278-4127,Quebec,Books,Health & Beauty Item 020,10,94.91,0,2022-04-03,2022-04-10,Pending,REP043,949.1,REF_INTEGRITY,WARNING,94.91,10.0,Quebec,2022-04-03,2022-04-10
ORD011864,CUST00251,Wei Chen,wei.chen4@yahoo.com,+1-952-183-5984,Ontario,Clothing,Home & Garden Item 140,8,-349.05,20,2023-12-24,2023-12-30,Shipped,REP024,632.0,INVALID_PRICE,CRITICAL,-349.05,8.0,Ontario,2023-12-24,2023-12-30
ORD014601,CUST00907,Barbara Martin,barbara.martin14@hotmail.com,+1-542-519-5780,Nova Scotia,Books,Sports Item 040,5,358.1,15,2022-03-27,2022-04-04,Returned,REP025,1521.92,,,358.1,5.0,Nova Scotia,2022-03-27,2022-04-04
ORD010650,CUST01371,Linda Jackson,linda.jackson12@hotmail.com,+1-677-579-9767,New Brunswick,Clothing,Clothing Item 047,4,459.14,15,2024-06-14,2024-06-22,Cancelled,REP013,1561.08,,,459.14,4.0,New Brunswick,2024-06-14,2024-06-22
ORD010708,CUST00713,Mohammed Anderson,mohammed.anderson75@company.ca,+1-613-169-1736,Ontario,Home & Garden,Sports Item 025,4,252.22,15,2023-08-26,2023-09-05,Shipped,REP049,857.55,,,252.22,4.0,Ontario,2023-08-26,2023-09-05
ORD012313,CUST00122,Barbara Taylor,barbara.taylor90@hotmail.com,,New Brunswick,Clothing,Clothing Item 005,4,253.53,15,2024-04-23,2024-05-01,Completed,REP015,862.0,,,253.53,4.0,New Brunswick,2024-04-23,2024-05-01
ORD010107,CUST00762,Robert Kumar,robert.kumar57@gmail.com,+1-787-240-9674,Saskatchewan,Food & Beverage,Toys Item 167,9,128.56,0,2023-04-06,2023-04-12,Completed,REP048,1157.04,,,128.56,9.0,Saskatchewan,2023-04-06,2023-04-12
ORD013917,CUST00307,Barbara Rodriguez,barbara.rodriguez10@hotmail.com,00000000000,Alberta,Toys,Books Item 113,7,399.19,5,2022-02-09,2022-02-16,Cancelled,REP004,2654.61,,,399.19,7.0,Alberta,2022-02-09,2022-02-16
ORD011954,CUST01983,Karen Wilson,@domain.com,+1-841-626-2341,British Columbia,Clothing,Sports Item 001,2,337.93,-5,2024-03-17,2024-03-22,Returned,REP009,540.69,INVALID_EMAIL|INVALID_DISCOUNT,WARNING,337.93,2.0,British Columbia,2024-03-17,2024-03-22
ORD014844,CUST00397,Lisa Martinez,lisa.martinez50@yahoo.com,+1-249-198-6653,Britsh Columbia,Health & Beauty,Health & Beauty Item 052,15,145.05,20,2022-07-28,2022-08-05,Completed,REP008,1740.6,,,145.05,15.0,British Columbia,2022-07-28,2022-08-05
ORD013378,CUST01252,Jennifer Wang,jennifer.wang55@hotmail.com,+1-403-789-4311,Quebec,Food & Beverage,Clothing Item 197,5,5.1,20,2023-05-11,2023-05-15,Returned,REP010,20.4,,,5.1,5.0,Quebec,2023-05-11,2023-05-15
ORD010314,CUST00445,John Jones,notanemail,+1-519-904-9165,Saskatchewan,Health & Beauty,Electronics Item 085,3,422.56,5,2022-01-16,2022-01-24,Completed,REP018,1204.3,INVALID_EMAIL,WARNING,422.56,3.0,Saskatchewan,2022-01-16,2022-01-24
ORD012887,CUST01731,Joseph Chen,joseph.chen25@outlook.com,+1-977-498-5420,Manitoba,Toys,Clothing Item 041,11,463.75,5,2024-02-05,2024-02-11,Pending,REP010,4846.19,,,463.75,11.0,Manitoba,2024-02-05,2024-02-11
ORD014613,CUST01536,David Thomas,david.thomas86@hotmail.com,+1-220-593-5557,Alberta,Sports,Health & Beauty Item 041,15,429.7,15,2022-09-07,2022-09-08,Shipped,REP039,5478.68,,,429.7,15.0,Alberta,2022-09-07,2022-09-08
ORD010113,CUST00621,Karen Wilson,karen.wilson79@company.ca,00000000000,British Columbia,Home & Garden,Toys Item 145,2,413.49,0,2022-05-09,2022-05-20,Completed,REP003,826.98,,,413.49,2.0,British Columbia,2022-05-09,2022-05-20
ORD010960,CUST00833,Susan Davis,susan.davis8@outlook.com,+1-243-991-6250,Nova Scotia,Electronics,Sports Item 172,12,198.43,20,2024-04-27,2024-05-02,Pending,REP048,1904.93,,,198.43,12.0,Nova Scotia,2024-04-27,2024-05-02
ORD013100,CUST01595,Priya Jones,priya.jones30@company.ca,+1-597-217-2715,Saskatchewan,Clothing,Clothing Item 021,14,91.21,15,2022-03-08,2022-03-14,Completed,REP017,1085.4,,,91.21,14.0,Saskatchewan,2022-03-08,2022-03-14
ORD012405,CUST01425,Ana Lee,ana.lee84@yahoo.com,+1-303-657-5056,Ontario,Clothing,Food & Beverage Item 149,7,137.59,15,2023-07-08,2023-07-12,Returned,REP005,818.66,,,137.59,7.0,Ontario,2023-07-08,2023-07-12
ORD012829,CUST01816,Carlos Rodriguez,,+1-967-558-1968,Nova Scotia,Clothing,Clothing Item 127,3,110.63,10,2023-02-14,2023-02-24,Completed,REP041,298.7,NULL_EMAIL,CRITICAL,110.63,3.0,Nova Scotia,2023-02-14,2023-02-24
ORD013540,CUST00818,Jessica Davis,jessica.davis64@outlook.com,+1-604-150-3340,New Brunswick,Clothing,Food & Beverage Item 144,19,94.14,20,2024-04-11,2024-04-13,Returned,REP036,1430.93,,,94.14,19.0,New Brunswick,2024-04-11,2024-04-13
ORD013143,CUST01596,Carlos Wilson,carlos.wilson40@company.ca,+1-849-622-5043,New Brunswick,Toys,Toys Item 085,8,202.66,10,2022-01-15,2022-01-19,Pending,REP012,1459.15,,,202.66,8.0,New Brunswick,2022-01-15,2022-01-19
ORD014749,CUST01350,Joseph Taylor,joseph.taylor57@outlook.com,+1-943-787-7291,New Brunswick,Books,Electronics Item 004,4,319.18,10,2022-09-07,2022-09-08,Cancelled,REP043,1149.05,,,319.18,4.0,New Brunswick,2022-09-07,2022-09-08
ORD013405,CUST00433,  Fatima Jones  ,,+1-647-506-7464,Manitoba,Food & Beverage,Toys Item 025,17,466.39,15,2024-04-15,2024-04-16,Returned,REP033,6739.34,NULL_EMAIL|WHITESPACE,CRITICAL,466.39,17.0,Manitoba,2024-04-15,2024-04-16
ORD011344,CUST01484,Jean Hernandez,jean.hernandez59@company.ca,+1-579-548-3796,Saskatchewan,Health & Beauty,Toys Item 163,19,-331.68,20,2023-11-18,2023-11-28,Pending,REP034,2698.3,INVALID_PRICE,CRITICAL,-331.68,19.0,Saskatchewan,2023-11-18,2023-11-28
ORD013997,CUST01143,Wei Williams,wei.williams29@yahoo.com,+1-586-497-6007,Manitoba,Sports,Books Item 120,10,118.21,5,2022-11-20,2022-11-24,Shipped,REP042,1122.99,,,118.21,10.0,Manitoba,2022-11-20,2022-11-24
ORD014667,CUST00175,Lisa Garcia,lisa.garcia96@company.ca,+1-882-227-2422,Saskatchewan,Toys,Food & Beverage Item 088,6,310.11,5,2022-12-24,2023-01-07,Cancelled,REP043,1767.63,,,310.11,6.0,Saskatchewan,2022-12-24,2023-01-07
ORD012029,CUST00376,William White,william.white64@hotmail.com,+1-748-148-5447,Saskatchewan,Home & Garden,Home & Garden Item 109,15,432.81,15,2022-03-22,2022-03-30,Returned,REP033,5518.33,,,432.81,15.0,Saskatchewan,2022-03-22,2022-03-30
ORD012098,CUST00809,Ana Wilson,ana.wilson41@outlook.com,+1-336-537-8715,Nova Scotia,Toys,Books Item 023,20,257.37,20,2024-04-11,2024-04-17,Completed,REP029,4117.92,,,257.37,20.0,Nova Scotia,2024-04-11,2024-04-17
ORD011417,CUST00007,Barbara Lee,barbara.lee42@gmail.com,+1-321-879-5524,New Brunswick,Food & Beverage,Books Item 197,5,-169.63,20,2022-04-03,2022-03-14,Cancelled,REP008,991.36,INVALID_PRICE|SHIP_BEFORE_ORDER,CRITICAL,-169.63,5.0,New Brunswick,2022-04-03,2022-03-14
ORD010326,CUST01570,Karen White,karen.white82@company.ca,+1-566-790-8515,Nova Scotia,Clothing,Home & Garden Item 047,18,203.77,10,2024-02-04,2024-02-06,Pending,REP035,3301.07,,,203.77,18.0,Nova Scotia,2024-02-04,2024-02-06
ORD010604,CUST01463,Michael Hernandez,,none,Ontario,Health & Beauty,Home & Garden Item 173,17,452.38,5,2024-02-03,2024-02-04,Completed,REP024,7305.94,NULL_EMAIL,CRITICAL,452.38,17.0,Ontario,2024-02-03,2024-02-04
ORD014321,CUST01842,Thomas Lopez,thomas.lopez34@gmail.com,+1-757-794-6702,QUEBEC,Food & Beverage,Sports Item 177,6,243.02,15,2024-06-27,2024-07-02,Pending,REP035,1239.4,,,243.02,6.0,Quebec,2024-06-27,2024-07-02
ORD013316,CUST00101,Susan Miller,susan.miller87@gmail.com,+1-639-341-3641,Alberta,Health & Beauty,Health & Beauty Item 054,8,478.24,5,2024-04-22,2024-04-30,Completed,REP001,3634.62,,,478.24,8.0,Alberta,2024-04-22,2024-04-30
ORD012923,CUST01822,James White,james.white2@company.ca,+1-430-931-1869,Alberta,Books,Electronics Item 027,14,320.49,15,2023-05-16,2023-05-20,Cancelled,REP038,3813.83,,,320.49,14.0,Alberta,2023-05-16,2023-05-20
ORD013829,CUST01905,David Jackson,david.jackson92@hotmail.com,+1-990-461-6960,Quebec,Electronics,Health & Beauty Item 077,20,314.67,0,2022-03-22,2022-03-24,Returned,REP034,6293.4,,,314.67,20.0,Quebec,2022-03-22,2022-03-24
ORD014645,CUST01039,Susan Jones,susan.jones13@hotmail.com,+1-984-388-8754,Manitoba,Sports,Home & Garden Item 166,20,301.71,10,2024-04-22,2024-04-26,Cancelled,REP023,5430.78,,,301.71,20.0,Manitoba,2024-04-22,2024-04-26
ORD011961,CUST01970,Priya Thompson,priya.thompson32@outlook.com,+1-985-820-9882,Nova Scotia,Clothing,Clothing Item 020,10,392.66,5,2022-10-13,2022-10-26,Pending,REP003,3730.27,,,392.66,10.0,Nova Scotia,2022-10-13,2022-10-26
ORD013554,CUST00385,Mohammed Chen,mohammed.chen45@company.ca,+1-843-625-5229,ontario,Food & Beverage,Clothing Item 130,14,337.79,20,2024-05-17,2024-05-21,Pending,REP049,3783.25,,,337.79,14.0,Ontario,2024-05-17,2024-05-21
ORD013046,CUST00552,Joseph Jones,joseph.jones55@gmail.com,+1-836-468-8750,New Brunswick,Home & Garden,Books Item 137,16,244.78,15,2022-11-12,2022-11-24,Cancelled,REP016,3329.01,,,244.78,16.0,New Brunswick,2022-11-12,2022-11-24
ORD014700,CUST01888,Sarah Rodriguez,sarah.rodriguez82@yahoo.com,+1-761-527-7381,New Brunswick,Electronics,Health & Beauty Item 054,10,325.15,5,2024-06-16,2024-06-22,Completed,REP035,3088.92,,,325.15,10.0,New Brunswick,2024-06-16,2024-06-22
ORD013543,CUST00190,Barbara Trivedi,barbara.trivedi95@hotmail.com,+1-955-339-1342,Manitoba,Books,Books Item 098,19,234.9,20,2024-06-26,2024-07-10,Shipped,REP010,3570.48,,,234.9,19.0,Manitoba,2024-06-26,2024-07-10
ORD014078,CUST01112,  Patricia Kumar  ,patricia.kumar63@outlook.com,+1-395-844-9980,Ontario,Electronics,Health & Beauty Item 190,16,392.34,20,2022-02-11,2022-02-15,Returned,REP034,5021.95,WHITESPACE,INFO,392.34,16.0,Ontario,2022-02-11,2022-02-15
ORD013159,CUST01842,Michael Garcia,michael.garcia35@yahoo.com,+1-537-413-7076,Nova Scotia,Sports,Food & Beverage Item 121,20,257.59,5,2022-02-12,2022-02-14,Cancelled,REP033,4894.21,,,257.59,20.0,Nova Scotia,2022-02-12,2022-02-14
ORD011818,CUST01961,Xin Patel,xin.patel47@yahoo.com,+1-515-551-3099,Alberta,Toys,Clothing Item 189,14,239.74,0,2024-01-19,2024-01-20,Returned,REP022,3356.36,,,239.74,14.0,Alberta,2024-01-19,2024-01-20
ORD010789,CUST00091,Linda Jones,linda.jones28@hotmail.com,+1-645-195-6563,Nova Scotia,Home & Garden,Food & Beverage Item 039,10,158.99,15,2023-05-27,2023-05-31,Completed,REP017,1351.42,,,158.99,10.0,Nova Scotia,2023-05-27,2023-05-31
ORD012414,CUST00303,Joseph Jackson,joseph.jackson84@gmail.com,+1-367-190-4608,Quebec,Clothing,Food & Beverage Item 120,19,176.43,10,2022-06-14,2022-06-20,Pending,REP034,3016.95,,,176.43,19.0,Quebec,2022-06-14,2022-06-20
ORD014182,CUST01789,  Fatima Lee  ,fatima.lee50@hotmail.com,+1-752-812-4590,Saskatchewan,Home & Garden,Health & Beauty Item 062,18,106.3,20,2023-08-03,2023-08-06,Cancelled,REP033,1530.72,WHITESPACE,INFO,106.3,18.0,Saskatchewan,2023-08-03,2023-08-06
ORD011665,CUST01085,Michael Davis,michael.davis18@gmail.com,+1-499-563-3359,Alberta,Sports,Health & Beauty Item 166,5,348.24,20,2023-10-28,2023-11-07,Shipped,REP021,1392.96,,,348.24,5.0,Alberta,2023-10-28,2023-11-07
ORD010871,CUST01953,Sarah Patel,sarah.patel22@gmail.com,+1-773-559-1942,Saskatchewan,Health & Beauty,Home & Garden Item 017,12,37.38,10,2023-03-23,2023-03-25,Returned,REP017,403.7,,,37.38,12.0,Saskatchewan,2023-03-23,2023-03-25
ORD011894,CUST01491,Akash Patel,akash.patel58@yahoo.com,+1-977-761-8114,New Brunswick,Health & Beauty,Home & Garden Item 193,9,152.05,10,2024-03-21,2024-03-29,Pending,REP041,1231.6,,,152.05,9.0,New Brunswick,2024-03-21,2024-03-29
ORD011477,CUST00938,Xin Davis,xin.davis95@gmail.com,+1-746-533-6045,Manitoba,Home & Garden,Food & Beverage Item 151,10,83.08,5,2023-04-20,2023-04-22,Returned,REP035,789.26,,,83.08,10.0,Manitoba,2023-04-20,2023-04-22
ORD012172,CUST01245,Ana Jones,ana.jones78@gmail.com,+1-895-930-9028,Nova Scotia,Clothing,Toys Item 008,2,51.52,0,2022-07-16,2022-07-20,Pending,REP040,103.04,,,51.52,2.0,Nova Scotia,2022-07-16,2022-07-20
ORD011630,CUST00967,Robert Lee,robert.lee53@yahoo.com,+1-396-613-2823,Quebec,Toys,Home & Garden Item 036,8,75.7,5,2022-05-25,2022-05-26,Pending,REP012,575.32,,,75.7,8.0,Quebec,2022-05-25,2022-05-26
ORD010073,CUST00734,Ana Smith,ana.smith31@company.ca,+1-531-116-3854,Manitoba,Electronics,Home & Garden Item 190,14,265.41,0,2022-05-15,2022-05-16,Cancelled,REP029,3715.74,,,265.41,14.0,Manitoba,2022-05-15,2022-05-16
ORD011957,CUST00437,Robert Jones,robert.jones97@gmail.com,+1-738-844-7514,Manitoba,Clothing,Health & Beauty Item 099,3,320.85,5,2022-01-22,2022-01-29,Completed,REP010,914.42,,,320.85,3.0,Manitoba,2022-01-22,2022-01-29
ORD013227,CUST01148,Ana Smith,ana.smith5@yahoo.com,+1-427-563-2425,Manitoba,Home & Garden,Clothing Item 056,16,147.9,5,2023-09-26,2023-09-29,Cancelled,REP037,2248.08,,,147.9,16.0,Manitoba,2023-09-26,2023-09-29
ORD012164,CUST00774,James Smith,james.smith92@yahoo.com,+1-365-975-3533,Que.,Home & Garden,Home & Garden Item 031,19,415.35,5,2023-11-20,2023-11-28,Returned,REP027,7497.07,,,415.35,19.0,Quebec,2023-11-20,2023-11-28
ORD013209,CUST00233,Richard Patel,richard.patel87@hotmail.com,+1-753-632-5152,Manitoba,Toys,Home & Garden Item 056,13,128.77,10,2023-02-02,2023-02-13,Completed,REP007,1506.61,,,128.77,13.0,Manitoba,2023-02-02,2023-02-13
ORD010092,CUST00772,Mohammed Williams,mohammed.williams83@hotmail.com,+1-330-786-9624,Quebec,Food & Beverage,Toys Item 005,12,157.89,5,2022-11-14,2022-11-23,Shipped,REP050,1799.95,,,157.89,12.0,Quebec,2022-11-14,2022-11-23
ORD014714,CUST01408,William Anderson,william.anderson86@company.ca,+1-970-323-2213,Alberta,Home & Garden,Clothing Item 176,17,59.33,15,2024-05-25,2024-05-27,Cancelled,REP003,857.32,,,59.33,17.0,Alberta,2024-05-25,2024-05-27
ORD014059,CUST00106,Robert Patel,robert.patel63@company.ca,+1-304-648-9110,Manitoba,Clothing,Books Item 099,12,210.97,15,2022-12-19,2022-12-22,Pending,REP029,2151.89,,,210.97,12.0,Manitoba,2022-12-19,2022-12-22
ORD012389,CUST01849,Maria Lopez,maria.lopez58@company.ca,+1-527-784-8903,Quebec,Electronics,Sports Item 049,18,376.55,5,2023-10-05,2023-10-14,Completed,REP001,6439.0,,,376.55,18.0,Quebec,2023-10-05,2023-10-14
ORD012370,CUST00805,Barbara Thomas,barbara.thomas14@hotmail.com,+1-276-383-4159,Nova Scotia,Health & Beauty,Books Item 089,15,355.22,20,2022-06-07,2022-06-17,Pending,REP021,4262.64,DUPLICATE,CRITICAL,355.22,15.0,Nova Scotia,2022-06-07,2022-06-17
ORD012715,CUST00757,Jean Martin,jean.martin84@company.ca,+1-666-167-5710,British Columbia,Toys,Electronics Item 170,11,498.21,5,2022-09-25,2022-09-27,Shipped,REP015,5206.29,,,498.21,11.0,British Columbia,2022-09-25,2022-09-27
ORD010494,CUST00468,Wei Thompson,wei.thompson18@outlook.com,+1-623-519-8516,Saskatchewan,Electronics,Health & Beauty Item 038,1,360.22,20,2023-03-08,2023-03-21,Completed,REP006,288.18,,,360.22,1.0,Saskatchewan,2023-03-08,2023-03-21
ORD013339,CUST01556,Wei Anderson,wei.anderson66@gmail.com,+1-541-642-1093,Nova Scotia,Health & Beauty,Books Item 096,4,58.22,20,2022-08-27,2022-08-28,Pending,REP044,186.3,,,58.22,4.0,Nova Scotia,2022-08-27,2022-08-28
ORD012328,CUST00778,Ana Taylor,ana.taylor3@company.ca,+1-303-243-2987,Ontario,Books,Electronics Item 120,6,430.56,10,2023-10-31,2023-11-13,Shipped,REP047,2325.02,,,430.56,6.0,Ontario,2023-10-31,2023-11-13
ORD013835,CUST00118,Robert Rodriguez,robert.rodriguez83@hotmail.com,+1-604-314-2092,quecbec,Food & Beverage,Health & Beauty Item 005,3,285.35,15,2022-03-22,2022-04-03,Returned,REP014,727.64,,,285.35,3.0,Quebec,2022-03-22,2022-04-03
ORD011164,CUST01646,David Patel,david.patel85@gmail.com,+1-313-227-3208,British Columbia,Electronics,Health & Beauty Item 093,8,350.01,15,2022-09-25,2022-10-01,Completed,REP023,2380.07,,,350.01,8.0,British Columbia,2022-09-25,2022-10-01
ORD011073,CUST01275,Charles Lee,charles.lee90@gmail.com,+1-771-584-3539,Nova Scotia,Clothing,Health & Beauty Item 196,14,486.31,0,2022-02-26,2022-03-05,Cancelled,REP012,6808.34,DUPLICATE,CRITICAL,486.31,14.0,Nova Scotia,2022-02-26,2022-03-05
ORD011270,CUST01363,Richard Taylor,richard.taylor98@outlook.com,+1-708-510-5878,New Brunswick,Health & Beauty,Books Item 023,14,409.03,15,2022-11-13,2022-11-22,Shipped,REP028,4867.46,,,409.03,14.0,New Brunswick,2022-11-13,2022-11-22
ORD013778,CUST00268,Michael Miller,michael.miller99@company.ca,+1-495-397-4765,New Brunswick,Home & Garden,Home & Garden Item 129,9 units,18.89,0,2022-11-21,2022-11-28,Pending,REP023,170.01,INVALID_QTY,CRITICAL,18.89,,New Brunswick,2022-11-21,2022-11-28
ORD014023,CUST01890,Susan Lopez,susan.lopez24@yahoo.com,+1-481-210-3565,Nova Scotia,Toys,Electronics Item 180,8,480.54,20,2023-02-25,2023-03-05,Shipped,REP008,3075.46,,,480.54,8.0,Nova Scotia,2023-02-25,2023-03-05
ORD012316,CUST01175,Jean Wang,jean.wang19@hotmail.com,+1-613-961-3635,Manitoba,Health & Beauty,Electronics Item 073,17,65.0,5,2023-05-28,2023-06-07,Completed,REP006,1049.75,,,65.0,17.0,Manitoba,2023-05-28,2023-06-07
ORD012615,CUST01579,Richard Kumar,richard.kumar74@outlook.com,+1-380-981-8231,Saskatchewan,Food & Beverage,Books Item 066,8,292.15,0,2022-08-31,2022-09-02,Returned,REP021,2337.2,,,292.15,8.0,Saskatchewan,2022-08-31,2022-09-02
ORD010618,CUST01559,David Taylor,david.taylor26@company.ca,+1-938-257-1717,Britsh Columbia,Sports,Food & Beverage Item 141,9,446.34,20,2024-01-13,2024-01-21,Shipped,REP024,3213.65,,,446.34,9.0,British Columbia,2024-01-13,2024-01-21
ORD013937,CUST00008,Maria Garcia,,+1-226-248-3799,British Columbia,Books,Books Item 100,14,46.28,15,2023-07-20,2023-07-31,Shipped,REP006,550.73,NULL_EMAIL,CRITICAL,46.28,14.0,British Columbia,2023-07-20,2023-07-31
ORD012146,CUST01837,Barbara Johnson,barbara.johnson47@outlook.com,+1-335-311-2421,British Columbia,Toys,Home & Garden Item 071,6,480.71,10,2022-06-11,2022-06-13,Pending,REP022,2595.83,,,480.71,6.0,British Columbia,2022-06-11,2022-06-13
ORD012835,CUST01499,Marie Martin,marie.martin37@gmail.com,+1-502-977-8740,New Brunswick,Home & Garden,Books Item 163,13,361.09,20,2023-12-11,2023-12-22,Cancelled,REP010,3755.34,,,361.09,13.0,New Brunswick,2023-12-11,2023-12-22
ORD013867,CUST00766,Thomas Wilson,thomas.wilson39@company.ca,+1-704-145-1863,Nova Scotia,Books,Food & Beverage Item 031,9,190.8,20,2023-05-25,2023-06-06,Shipped,REP033,1373.76,,,190.8,9.0,Nova Scotia,2023-05-25,2023-06-06
ORD011360,CUST01758,Jennifer Thompson,jennifer.thompson36@company.ca,+1-721-565-5417,Saskatchewan,Toys,Clothing Item 181,8,416.42,10,2023-07-04,2023-07-17,Returned,REP048,2998.22,,,416.42,8.0,Saskatchewan,2023-07-04,2023-07-17
ORD014707,CUST00433,Priya Hernandez,priya.hernandez96@gmail.com,+1-605-130-4337,British Columbia,Books,Health & Beauty Item 143,20,154.96,15,2023-01-19,2023-01-26,Pending,REP028,2634.32,,,154.96,20.0,British Columbia,2023-01-19,2023-01-26
ORD013595,CUST01257,Susan Thomas,susan.thomas67@yahoo.com,+1-953-731-3759,Alberta,Electronics,Health & Beauty Item 140,4,137.28,5,2023-05-29,2023-06-07,Shipped,REP030,521.66,,,137.28,4.0,Alberta,2023-05-29,2023-06-07
ORD014533,CUST00788,Carlos Taylor,carlos.taylor36@gmail.com,+1-406-597-3380,Quebec,Clothing,Home & Garden Item 043,7,43.46,10,2024-01-22,2024-02-03,Returned,REP035,273.8,,,43.46,7.0,Quebec,2024-01-22,2024-02-03
ORD010869,CUST01448,Charles Jackson,charles.jackson47@hotmail.com,+1-641-479-6972,Alberta,Toys,Toys Item 020,5,164.22,5,2024-02-04,2024-02-09,Returned,REP038,780.04,,,164.22,5.0,Alberta,2024-02-04,2024-02-09
ORD012893,CUST00053,Jennifer Miller,jennifer.miller32@outlook.com,+1-723-130-9316,Saskatchewan,Books,Books Item 198,9,108.66,15,2023-12-22,2023-12-29,Pending,REP050,831.25,,,108.66,9.0,Saskatchewan,2023-12-22,2023-12-29
ORD011042,CUST01637,Jennifer Lee,jennifer.lee17@yahoo.com,+1-251-620-9907,Quebec,Sports,Clothing Item 087,17,271.1,10,2024-06-15,2024-06-19,Shipped,REP022,4147.83,,,271.1,17.0,Quebec,2024-06-15,2024-06-19
ORD011871,CUST01188,Ana Patel,ana.patel92@hotmail.com,+1-688-523-2922,Quebec,Clothing,Electronics Item 124,19,238.96,10,2023-01-04,2023-01-18,Cancelled,REP024,4086.22,,,238.96,19.0,Quebec,2023-01-04,2023-01-18
ORD010356,CUST00250,John Taylor,john.taylor89@hotmail.com,+1-537-639-7779,Alberta,Sports,Electronics Item 028,19,366.22,20,2023-04-28,2023-05-01,Completed,REP031,5566.54,,,366.22,19.0,Alberta,2023-04-28,2023-05-01
ORD011162,CUST00821,Karen Wang,karen.wang60@company.ca,,Quebec,Health & Beauty,Books Item 106,17,424.66,0,2022-01-03,2022-01-17,Pending,REP021,7219.22,,,424.66,17.0,Quebec,2022-01-03,2022-01-17
ORD012945,CUST00309,William Chen,william.chen72@gmail.com,,Quebec,Home & Garden,Electronics Item 144,7,379.85,5,2022-03-21,2022-04-04,Shipped,REP036,2526.0,,,379.85,7.0,Quebec,2022-03-21,2022-04-04
ORD011371,CUST00946,Xin Harris,xin.harris12@yahoo.com,+1-970-897-1567,New Brunswick,Home & Garden,Home & Garden Item 024,4,106.08,15,2022-08-10,2022-08-20,Returned,REP003,360.67,,,106.08,4.0,New Brunswick,2022-08-10,2022-08-20
ORD014205,CUST01509,Xin White,xin.white42@gmail.com,+1-245-641-7088,Saskatchewan,Books,Clothing Item 183,10,346.44,10,2022-03-05,2022-03-07,Completed,REP028,3117.96,,,346.44,10.0,Saskatchewan,2022-03-05,2022-03-07
ORD012895,CUST00493,Linda Thompson,linda.thompson6@company.ca,+1-680-683-8998,Saskatchewan,Food & Beverage,Books Item 046,4,279.89,20,2022-11-01,2022-11-13,Completed,REP005,895.65,,,279.89,4.0,Saskatchewan,2022-11-01,2022-11-13
ORD013399,CUST00119,Carlos Johnson,carlos.johnson28@gmail.com,+1-548-167-4407,Manitoba,Food & Beverage,Toys Item 014,18,353.79,15,2024-03-08,2024-03-14,Shipped,REP045,5412.99,,,353.79,18.0,Manitoba,2024-03-08,2024-03-14
ORD013972,CUST01094,Mohammed Williams,user@ gmail.com,+1-706-204-5043,New Brunswick,Health & Beauty,Health & Beauty Item 060,1,470.49,10,2023-02-03,2023-02-17,Completed,REP046,423.44,INVALID_EMAIL,WARNING,470.49,1.0,New Brunswick,2023-02-03,2023-02-17
ORD013779,CUST00089,Jean Chen,jean.chen34@yahoo.com,+1-390-147-2139,British Columbia,Clothing,Home & Garden Item 075,16,457.56,15,2022-05-16,2022-05-17,Cancelled,REP028,6222.82,,,457.56,16.0,British Columbia,2022-05-16,2022-05-17
ORD013880,CUST01035,Fatima Anderson,fatima.anderson15@gmail.com,+1-211-507-5726,British Columbia,Home & Garden,Home & Garden Item 061,3,372.53,15,2023-07-03,2023-07-05,Returned,REP038,949.95,,,372.53,3.0,British Columbia,2023-07-03,2023-07-05
ORD014584,CUST00744,Patricia Thompson,patricia.thompson54@yahoo.com,+1-443-342-4380,Alberta,Clothing,Food & Beverage Item 128,6,292.53,0,2024-02-19,2024-03-03,Pending,REP029,1755.18,,,292.53,6.0,Alberta,2024-02-19,2024-03-03
ORD014104,CUST00675,Karen Martinez,karen.martinez95@company.ca,+1-912-181-4705,Quebec,Clothing,Health & Beauty Item 006,17,232.34,0,2023-08-29,2023-09-05,Shipped,REP029,3949.78,,,232.34,17.0,Quebec,2023-08-29,2023-09-05
ORD010332,CUST00104,Thomas Chen,thomas.chen87@outlook.com,+1-656-870-9269,Quebec,Sports,Food & Beverage Item 075,13,78.27,10,2022-08-15,2022-08-18,Completed,REP031,915.76,,,78.27,13.0,Quebec,2022-08-15,2022-08-18
ORD013082,CUST01025,Fatima Martinez,fatima.martinez42@yahoo.com,,Saskatchewan,Electronics,Food & Beverage Item 038,16,342.41,20,2022-03-26,2022-03-30,Shipped,REP003,4382.85,,,342.41,16.0,Saskatchewan,2022-03-26,2022-03-30
ORD012916,CUST00027,Sarah Johnson,sarah.johnson22@yahoo.com,+1-571-273-6498,Saskatchewan,Sports,Clothing Item 049,9,372.79,15,2024-03-14,2024-03-21,Cancelled,REP012,2851.84,,,372.79,9.0,Saskatchewan,2024-03-14,2024-03-21
ORD011789,CUST01205,Wei Miller,wei.miller8@gmail.com,+1-858-834-1762,Manitoba,Electronics,Food & Beverage Item 096,13,181.75,20,2022-03-02,2022-03-12,Pending,REP016,1890.2,,,181.75,13.0,Manitoba,2022-03-02,2022-03-12
