order_id,customer_id,customer_name,email,phone,province,category,product_name,quantity,unit_price,discount_pct,order_date,ship_date,status,sales_rep,revenue
ORD012851,CUST00678,Patricia Singh,user@domain,+1-592-712-4411,British Columbia,Health & Beauty,Home & Garden Item 182,16,147.06,15,2023-12-18,2023-12-19,Pending,REP012,2000.02
ORD010025,CUST01611,Lisa White,lisa.white41@outlook.com,+1-820-623-2894,Nova Scotia,Sports,Books Item 012,14,5.84,20,2022-12-20,2023-01-01,Pending,REP024,65.41
ORD012117,CUST01124,Maria Singh,maria.singh67@outlook.com,+1-605-837-1375,New Brunswick,Sports,Home & Garden Item 106,10,155.58,15,2022-01-11,2022-01-16,Returned,REP037,1322.43
ORD011222,CUST00311,Thomas Wilson,thomas.wilson15@gmail.com,+1-593-502-8275,Alberta,Home & Garden,Electronics Item 073,11,479.06,15,2022-09-06,2022-09-07,Shipped,REP049,4479.21
ORD011113,CUST00129,Fatima Jones,fatima.jones17@yahoo.com,+1-821-246-1116,Manitoba,Clothing,Electronics Item 097,1,443.31,20,2022-07-14,2022-07-28,Pending,REP027,354.65
ORD014421,CUST00178,John Thomas,john.thomas84@company.ca,+1-428-335-4711,Alberta,Toys,Food & Beverage Item 043,12,171.7,0,2023-09-30,2023-10-11,Pending,REP022,2060.4
ORD013649,CUST00743,Xin Garcia,xin.garcia7@company.ca,+1-297-492-4461,Alberta,Home & Garden,Sports Item 101,5,162.33,5,2023-10-25,2023-10-26,Pending,REP036,771.07
ORD012580,CUST00917,Jean Kumar,jean.kumar99@hotmail.com,+1-767-782-2956,British Columbia,Food & Beverage,Clothing Item 125,20,128.62,0,2022-09-15,2022-09-19,Returned,REP002,2572.4
ORD014816,CUST01112,Jessica Davis,jessica.davis52@hotmail.com,+1-885-495-6539,Ontario,Books,Toys Item 097,19,196.64,15,2023-03-09,2023-03-18,Pending,REP034,3175.74
ORD013164,CUST00125,John White,user@.com,+1-725-135-4890,Ontario,Books,Electronics Item 002,11,342.67,10,2023-07-27,2023-08-09,Cancelled,REP034,3392.43
ORD010433,CUST01674,Barbara Chen,barbara.chen57@company.ca,1234567,British Columbia,Books,Electronics Item 191,4,115.07,5,2023-01-07,2023-01-10,Pending,REP020,437.27
ORD012197,CUST01350,Jean Johnson,jean.johnson74@hotmail.com,+1-960-701-4532,Ontario,Sports,Home & Garden Item 161,2,233.28,10,2023-07-19,2023-07-28,Cancelled,REP001,419.9
ORD013365,CUST01786,Xin Rodriguez,xin.rodriguez48@gmail.com,+1-239-771-2515,Ontario,Electronics,Books Item 076,8,12.49,5,2022-05-21,2022-05-23,Cancelled,REP032,94.92
ORD013288,CUST01496,Xin Lee,xin.lee70@hotmail.com,+1-428-747-4719,Saskatchewan,Books,Clothing Item 111,19,176.99,10,2023-09-05,2023-09-09,Returned,REP046,3026.53
ORD012223,CUST00776,William Smith,william.smith75@gmail.com,+1-768-678-7144,Manitoba,Food & Beverage,Food & Beverage Item 108,17,36.62,0,2022-06-06,2022-06-17,Returned,REP012,622.54
ORD013078,CUST00586,Fatima Martin,fatima.martin8@company.ca,+1-971-981-8443,New Brunswick,Toys,Sports Item 097,3,453.03,0,2024-03-30,2024-04-06,Returned,REP013,1359.09
ORD014717,CUST00536,Sarah Martinez,sarah.martinez21@company.ca,+1-835-657-2235,Quebec,Food & Beverage,Food & Beverage Item 196,10,406.45,20,2022-05-24,2022-06-03,Cancelled,REP011,3251.6
ORD012264,CUST99752,David Miller,david.miller90@gmail.com,+1-270-806-6413,New Brunswick,Toys,Electronics Item 151,5,450.47,15,2022-12-25,2022-12-29,Pending,REP004,1914.5
ORD013276,CUST01223,Wei Wilson,wei.wilson68@yahoo.com,+1-787-176-1426,Alberta,Home & Garden,Electronics Item 177,9,57.38,0,2024-02-06,2024-02-17,Pending,REP041,516.42
ORD013106,CUST00393,Xin Thomas,xin.thomas39@hotmail.com,+1-245-252-7638,Nova Scotia,Books,Home & Garden Item 123,8,268.61,15,2022-09-29,2022-10-10,Returned,REP026,1826.55
ORD011102,CUST00033,Richard Lopez,richard.lopez79@hotmail.com,+1-974-599-5707,Manitoba,Sports,Electronics Item 050,10,315.92,0,2023-07-27,2023-08-02,Returned,REP037,3159.2
ORD011780,CUST01525,Ana Chen,ana.chen23@outlook.com,+1-508-626-2168,Nova Scotia,Sports,Books Item 147,8,380.58,15,2023-05-18,2023-05-25,Returned,REP004,2587.94
ORD012450,CUST00352,David Lopez,david.lopez12@gmail.com,+1-290-612-5767,British Columbia,Food & Beverage,Home & Garden Item 170,5,192.95,10,2022-03-25,2022-04-07,Completed,REP034,868.28
ORD013475,CUST01731,Richard White,richard.white67@gmail.com,+1-747-363-4952,Quebec,Food & Beverage,Books Item 136,5,429.51,5,2024-01-14,2024-01-16,Pending,REP042,2040.17
ORD014093,CUST01887,Sarah Johnson,sarah.johnson66@yahoo.com,+1-921-380-3784,Saskatchewan,Home & Garden,Health & Beauty Item 016,10,309.44,5,2022-08-16,2022-08-30,Shipped,REP020,2939.68
ORD010156,CUST00560,Wei Anderson,wei.anderson58@outlook.com,+1-433-464-7150,Nova Scotia,Home & Garden,Food & Beverage Item 022,20,151.21,5,2022-01-31,2022-02-11,Completed,REP006,2872.99
ORD013176,CUST00715,William Smith,william.smith89@gmail.com,+1-480-114-6233,Ontario,Clothing,Clothing Item 063,13,42.11,0,2024-01-11,2024-01-21,Completed,REP003,547.43
ORD013859,CUST00719,Joseph Wilson,joseph.wilson97@hotmail.com,+1-279-691-2058,Manitoba,Toys,Clothing Item 032,16,147.89,15,2024-04-18,2024-04-19,Completed,REP020,2011.3
ORD010615,CUST00656,Susan Chen,susan.chen7@yahoo.com,+1-241-100-1854,Saskatchewan,Sports,Books Item 121,9,454.7,0,2023-03-05,2023-03-09,Cancelled,REP012,4092.3
ORD010643,CUST01964,James Thomas,james.thomas51@company.ca,+1-399-422-7400,,Home & Garden,Clothing Item 085,14,148656.8,20,2024-02-09,2024-02-14,Completed,REP033,5026.22
ORD011609,CUST01380,Patricia Thomas,patricia.thomas65@gmail.com,+1-303-503-9442,Alberta,Health & Beauty,Clothing Item 008,8,16.45,5,2024-05-31,2024-06-04,Cancelled,REP009,125.02
ORD011937,CUST00098,Charles Wang,charles.wang50@outlook.com,+1-302-403-9246,New Brunswick,Sports,Clothing Item 006,7,56.76,10,2022-10-09,2022-10-22,Cancelled,REP018,357.59
ORD011068,CUST01536,Thomas Hernandez,thomas.hernandez6@gmail.com,+1-447-411-1081,New Brunswick,Sports,Toys Item 077,8,241.06,20,2022-09-28,2022-10-03,Returned,REP009,1542.78
ORD013501,CUST01015,James Anderson,james.anderson9@gmail.com,+1-409-796-1901,British Columbia,Health & Beauty,Toys Item 147,14,25.54,20,2022-12-29,2023-01-06,Returned,REP049,286.05
ORD014741,CUST01782,Maria Wang,user.domain.com,+1-596-783-5004,British Columbia,Electronics,Clothing Item 089,10,190.94,5,2023-11-12,2023-11-17,Completed,REP017,1813.93
ORD014371,,Akash Trivedi,akash.trivedi43@company.ca,+1-765-174-2644,Saskatchewan,Toys,Health & Beauty Item 122,3,238.09,0,2023-11-17,2023-11-23,Cancelled,REP029,714.27
ORD011514,CUST01640,Karen Johnson,karen.johnson52@yahoo.com,+1-390-773-2954,Quebec,Food & Beverage,Electronics Item 076,15,400.37,5,2022-12-18,2022-12-21,Pending,REP002,5705.27
ORD010330,CUST00159,Richard Patel,richard.patel93@hotmail.com,+1-694-277-8999,Quebec,Books,Electronics Item 188,19,193.87,0,2022-08-11,2022-08-23,Shipped,REP023,3683.53
ORD013338,CUST00788,Wei Lopez,wei.lopez68@yahoo.com,+1-688-434-7612,Manitoba,Health & Beauty,Toys Item 016,15,263.64,15,2022-11-07,2022-11-11,Cancelled,REP012,3361.41
ORD012902,CUST00100,Akash Wang,akash.wang90@company.ca,+1-764-107-8109,Alberta,Toys,Sports Item 062,7,184.4,0,2022-10-17,2022-10-23,Cancelled,REP046,1290.8
ORD012331,CUST01042,Linda Kumar,linda.kumar68@hotmail.com,+1-473-258-8535,Saskatchewan,Home & Garden,Sports Item 110,3,394.25,15,2023-10-12,2023-10-22,Returned,REP017,1005.34
ORD010622,CUST01310,Karen Davis,karen.davis19@hotmail.com,+1-336-376-1844,Alberta,Sports,Clothing Item 001,12,318.18,10,2022-10-26,2022-10-27,Shipped,REP006,3436.34
ORD011782,CUST00004,Xin Singh,xin.singh98@hotmail.com,+1-858-615-7043,British Columbia,Health & Beauty,Health & Beauty Item 090,17,191.14,15,2023-10-27,2023-10-31,Completed,REP014,2761.97
ORD012476,CUST00491,Charles Taylor,charles.taylor54@yahoo.com,+1-597-356-7673,Ontario,Toys,Toys Item 081,4,349.32,0,2022-02-14,2022-02-24,Completed,REP015,1397.28
ORD013090,CUST00862,Jessica Kumar,jessica.kumar83@company.ca,+1-226-904-5346,Ontario,Toys,Food & Beverage Item 078,16,22.52,5,2023-02-22,2023-03-02,Cancelled,REP018,342.3
ORD011741,CUST00165,Patricia Rodriguez,patricia.rodriguez80@hotmail.com,+1-858-411-6927,Manitoba,Toys,Food & Beverage Item 156,16,75.18,15,2023-08-22,2023-09-04,Shipped,REP022,1022.45
ORD013249,CUST01414,Fatima Chen,fatima.chen34@outlook.com,+1-464-114-2917,British Columbia,Toys,Toys Item 064,4,229.26,10,2023-07-26,2023-08-02,Shipped,REP001,825.34
ORD010755,CUST00774,Fatima Brown,fatima.brown84@outlook.com,+1-334-937-5423,Quebec,Clothing,Clothing Item 130,14,14.98,20,2024-04-12,2024-04-25,Returned,REP010,167.78
ORD010518,CUST01554,James Davis,james.davis36@hotmail.com,+1-396-192-5967,Alberta,Sports,Health & Beauty Item 093,2,143.97,20,2024-01-31,2024-02-01,Pending,REP001,230.35
ORD014053,CUST00795,Joseph Hernandez,joseph.hernandez29@yahoo.com,+1-368-639-6124,Saskatchewan,Food & Beverage,Sports Item 059,14,206.78,0,2022-10-28,2022-10-30,Pending,REP015,2894.92
ORD010032,CUST00159,Akash Davis,akash.davis92@hotmail.com,+1-440-378-6502,Saskatchewan,Clothing,Home & Garden Item 039,8,194.6,5,2022-10-09,2022-10-17,Pending,REP005,1478.96
ORD013128,CUST00819,Jennifer Lopez,jennifer.lopez93@gmail.com,+1-524-171-3615,Quebec,Food & Beverage,Health & Beauty Item 104,1,411.2,20,2022-07-27,2022-08-01,Cancelled,REP003,328.96
ORD012981,CUST01819,Akash Trivedi,akash.trivedi32@yahoo.com,+1-853-517-7039,British Columbia,Sports,Books Item 163,14,187.88,10,2024-06-18,2024-06-26,Shipped,REP028,2367.29
ORD011157,CUST01091,Linda Wilson,linda.wilson90@company.ca,+1-433-728-1673,Nova Scotia,Home & Garden,Books Item 102,16,79.91,20,2023-07-02,2023-07-09,Cancelled,REP039,1022.85
ORD014345,CUST00968,John Rodriguez,john.rodriguez7@hotmail.com,+1-526-392-5611,Ontario,Toys,Books Item 125,11,179.18,5,2022-07-28,2022-08-06,Shipped,REP008,1872.43
ORD010744,CUST00930,Joseph Thompson,joseph.thompson38@gmail.com,+1-933-823-2965,New Brunswick,Food & Beverage,Health & Beauty Item 068,3,432.93,10,2022-05-10,2022-05-24,Completed,REP023,1168.91
ORD013539,CUST01569,Richard Johnson,richard.johnson96@hotmail.com,+1-455-445-7507,British Columbia,Electronics,Clothing Item 070,2,271.24,5,2022-05-15,2022-05-19,Pending,REP022,515.36
ORD012910,CUST01851,Charles Garcia,charles.garcia60@outlook.com,+1-849-462-1342,Manitoba,Food & Beverage,Clothing Item 101,6,332.63,20,2023-02-04,2023-02-18,Shipped,REP013,1596.62
ORD012095,CUST00941,Carlos Patel,carlos.patel9@outlook.com,+1-514-512-9677,British Columbia,Clothing,Electronics Item 004,7,343.02,15,2023-10-25,2023-10-31,Completed,REP049,2040.97
ORD012759,CUST00185,Barbara Brown,barbara.brown90@outlook.com,+1-888-691-6774,Quebec,Clothing,Home & Garden Item 147,10,213.16,10,2023-07-20,2023-07-21,Completed,REP016,1918.44
ORD010783,CUST00891,Joseph Patel,joseph.patel94@outlook.com,+1-684-954-4990,Manitoba,Toys,Toys Item 124,13,153.59,5,2023-08-13,2023-08-25,Returned,REP007,1896.84
ORD013566,CUST01975,Thomas Taylor,thomas.taylor98@yahoo.com,+1-264-865-1688,Saskatchewan,Books,Food & Beverage Item 144,14,55.35,15,2024-04-02,2024-04-06,Pending,REP004,658.66
ORD013138,CUST01042,Mohammed Williams,mohammed.williams99@yahoo.com,+1-916-370-4966,Nova Scotia,Books,Toys Item 020,15,266.11,15,2023-10-19,2023-10-24,Shipped,REP048,3392.9
ORD010229,CUST00447,Ana Thomas,ana.thomas60@hotmail.com,+1-893-633-7506,Quebec,Electronics,Toys Item 144,20,306.48,10,2023-04-16,2023-04-21,Completed,REP031,5516.64
ORD010857,CUST00256,Priya Harris,priya.harris70@company.ca,+1-665-257-2153,Saskatchewan,Books,Electronics Item 098,9,60.85,15,2022-11-02,2022-11-16,Cancelled,REP038,465.5
ORD011401,CUST00254,Akash Hernandez,akash.hernandez13@company.ca,+1-704-892-4204,Quebec,Home & Garden,Health & Beauty Item 064,1,429.3,15,2022-04-01,2022-04-14,Pending,REP020,364.9
ORD013213,CUST01266,Robert Lee,robert.lee77@hotmail.com,+1-718-680-4153,Nova Scotia,Health & Beauty,Books Item 043,18,365.17,0,2023-04-23,2023-04-28,Completed,REP032,6573.06
ORD010408,CUST01617,Jean Taylor,@domain.com,+1-374-691-4763,Quebec,Food & Beverage,Health & Beauty Item 056,19,239.38,15,2023-09-11,2023-09-14,Shipped,REP001,3865.99
ORD010170,CUST00538,David Miller,david.miller86@outlook.com,+1-740-754-6134,Nova Scotia,Food & Beverage,Clothing Item 090,12,423.53,20,2023-04-14,2023-04-16,Pending,REP044,4065.89
ORD010540,CUST01610,Thomas Lee,thomas.lee36@yahoo.com,+1-300-221-2168,Saskatchewan,Electronics,Sports Item 086,7,339.18,10,2023-10-22,2023-10-24,Shipped,REP048,2136.83
ORD013630,CUST01819,Xin Davis,xin.davis17@outlook.com,+1-555-532-2987,New Brunswick,Food & Beverage,Clothing Item 035,13,204.57,20,2022-08-17,2022-08-26,Returned,REP008,2127.53
ORD014615,CUST00413,Sarah Williams,sarah.williams63@company.ca,+1-277-805-3001,Nova Scotia,Sports,Sports Item 150,11,385.76,5,2022-02-07,2022-02-14,Shipped,REP041,4031.19
ORD012732,CUST01355,Susan Martin,susan.martin78@gmail.com,+1-439-421-6256,Ontario,Clothing,Food & Beverage Item 139,9,142.45,15,2023-07-16,2023-07-30,Shipped,REP046,1089.74
ORD010613,CUST01300,Michael Lopez,michael.lopez20@yahoo.com,+1-323-235-7574,Ontario,Books,Sports Item 038,14,13.74,5,2023-08-29,2023-09-09,Completed,REP004,182.74
ORD012045,CUST00457,Fatima Martinez,fatima.martinez75@outlook.com,+1-669-764-1633,Manitoba,Clothing,Clothing Item 107,16,485.68,20,2023-12-19,2023-12-30,Completed,REP024,6216.7
ORD012025,CUST00841,Ana Williams,ana.williams87@outlook.com,+1-723-724-6267,Alberta,Home & Garden,Clothing Item 063,12,414.24,15,2023-07-02,2023-07-07,Completed,REP033,4225.25
ORD013665,CUST01729,Lisa Lee,lisa.lee47@outlook.com,+1-785-908-9396,Alberta,Toys,Books Item 055,6,218.45,0,2024-03-28,2024-03-31,Pending,REP012,1310.7
ORD012191,CUST00964,Fatima Jackson,fatima.jackson43@outlook.com,+1-974-581-1990,New Brunswick,Clothing,Clothing Item 041,20,95.26,15,2024-05-31,2024-06-09,Completed,REP014,1619.42
ORD012517,CUST00430,Karen Miller,karen.miller9@company.ca,+1-428-365-8109,Saskatchewan,Electronics,Home & Garden Item 195,16,163.42,15,2023-06-01,2023-06-13,Completed,REP016,2222.51
ORD013047,CUST00436,Jean Johnson,jean.johnson43@outlook.com,+1-335-785-9791,Ontario,Clothing,Electronics Item 010,14,128.67,15,2023-12-04,2023-12-13,Shipped,REP041,1531.17
ORD013062,CUST00682,Joseph Wilson,joseph.wilson14@hotmail.com,+1-811-228-9426,Nova Scotia,Sports,Home & Garden Item 127,2,81.16,0,2024-02-29,2024-03-04,Cancelled,REP017,162.32
ORD011617,CUST01341,Richard Smith,user@ gmail.com,+1-878-773-2360,Ontario,Electronics,Books Item 168,6,447.35,0,2022-10-17,2022-10-27,Pending,REP034,2684.1
ORD010564,CUST00638,John White,john.white22@yahoo.com,+1-450-534-3890,Alberta,Books,Books Item 148,15,484.02,5,2024-01-13,2024-01-21,Shipped,REP031,6897.28
ORD013805,CUST99037,James Brown,james.brown98@outlook.com,1234567,New Brunswick,Health & Beauty,Books Item 079,13,14.77,5,2024-04-19,2024-04-30,Shipped,REP036,182.41
ORD014720,CUST01541,Karen Rodriguez,karen.rodriguez18@company.ca,+1-843-936-3976,Manitoba,Health & Beauty,Food & Beverage Item 133,2,238.85,10,2023-09-20,2023-10-01,Cancelled,REP043,429.93
ORD014819,CUST01343,Jean Martinez,jean.martinez73@gmail.com,+1-485-968-8764,Quebec,Electronics,Sports Item 011,7,116.72,15,2023-08-08,2023-08-20,Returned,REP039,694.48
ORD012804,CUST01420,Michael White,michael.white25@gmail.com,+1-873-413-6162,Manitoba,Toys,Food & Beverage Item 142,4,187.24,20,2022-12-25,2023-01-05,Returned,REP021,599.17
ORD013360,CUST01741,James Jones,james.jones39@yahoo.com,+1-593-525-6347,Manitoba,Toys,Sports Item 142,18,90.24,5,2023-10-21,2023-10-23,Pending,REP016,1543.1
ORD011557,,Sarah Trivedi,sarah.trivedi33@gmail.com,+1-544-698-9986,Ontario,Home & Garden,Food & Beverage Item 001,6,360.03,10,2023-10-17,2023-10-21,Shipped,REP010,1944.16
ORD012303,CUST01136,Lisa Rodriguez,lisa.rodriguez64@company.ca,,New Brunswick,Health & Beauty,Toys Item 017,7,252.55,15,2023-07-27,2023-08-06,Completed,REP009,1502.67
ORD013704,CUST01768,Marie Rodriguez,marie.rodriguez32@gmail.com,+1-241-179-1657,Quebec,Electronics,Books Item 101,2,28.79,10,2024-05-04,2024-05-16,Pending,REP042,51.82
ORD011765,CUST00631,Susan Smith,susan.smith57@outlook.com,+1-559-818-2488,Quebec,Food & Beverage,Clothing Item 087,14,494.9,0,2023-12-16,2023-12-26,Returned,REP037,6928.6
ORD014398,CUST00721,Jean Taylor,jean.taylor61@yahoo.com,+1-324-794-5063,Quebec,Clothing,Sports Item 150,13,265.11,5,2022-03-18,2022-03-24,Returned,REP045,3274.11
ORD012694,CUST01021,Maria Thomas,maria.thomas44@yahoo.com,+1-354-231-9126,New Brunswick,Toys,Home & Garden Item 101,4,161.37,15,2023-04-28,2023-04-30,Returned,REP040,548.66
ORD014666,CUST01275,James Hernandez,james.hernandez64@outlook.com,+1-992-519-8895,Manitoba,Electronics,Books Item 159,12,457.94,0,2022-09-25,2022-10-01,Cancelled,REP042,5495.28
ORD014940,CUST01909,Charles Anderson,charles.anderson96@hotmail.com,+1-991-726-5436,Ontario,Food & Beverage,Food & Beverage Item 078,10,206.98,10,2023-07-17,2023-07-18,Completed,REP022,1862.82
ORD011172,CUST01960,Marie Lopez,marie.lopez33@company.ca,+1-729-754-7361,Ontario,Electronics,Electronics Item 028,16,296.46,15,2023-05-31,2023-06-14,Cancelled,REP046,4031.86
ORD014521,CUST01184,Sarah White,sarah.white49@yahoo.com,+1-994-686-3992,Quebec,Books,Clothing Item 146,13,158.74,10,2022-09-22,2022-09-27,Completed,REP019,1857.26
ORD010325,CUST00160,Fatima Williams,fatima.williams28@company.ca,+1-299-203-4784,Nova Scotia,Sports,Sports Item 135,8,287.16,5,2024-05-04,2024-05-09,Returned,REP048,2182.42
ORD011051,CUST00536,Marie Thompson,marie.thompson81@hotmail.com,+1-859-281-9969,New Brunswick,Health & Beauty,Sports Item 133,7,192.15,5,2024-01-27,2024-01-28,Returned,REP042,1277.8
ORD013137,CUST00552,Michael Miller,michael.miller24@hotmail.com,+1-683-387-2385,Saskatchewan,Clothing,Food & Beverage Item 189,8,79.17,10,2023-02-03,2023-02-05,Cancelled,REP027,570.02
ORD014990,CUST01597,Susan Brown,susan.brown42@company.ca,+1-958-488-3337,Ontario,Health & Beauty,Clothing Item 053,17,288.04,10,2022-08-10,2022-08-12,Cancelled,REP043,4407.01
ORD013074,CUST00316,Robert Hernandez,robert.hernandez71@outlook.com,+1-311-236-3366,Alberta,Home & Garden,Food & Beverage Item 174,4,138.44,5,2022-02-20,2022-03-06,Shipped,REP022,526.07
ORD014847,CUST01311,Maria Lopez,maria.lopez30@yahoo.com,+1-902-797-5141,Ontario,Clothing,Food & Beverage Item 072,15,273.84,10,2024-03-11,2024-03-17,Completed,REP046,3696.84
ORD011669,CUST00273,Jean White,jean.white4@company.ca,+1-579-529-5586,,Clothing,Sports Item 038,0,312.71,0,2024-06-16,2024-06-26,Returned,REP014,2814.39
ORD011196,CUST01447,Joseph Martin,joseph.martin12@yahoo.com,+1-699-403-7309,British Columbia,Clothing,Clothing Item 139,18,76.6,0,2023-04-13,2023-04-18,Returned,REP046,1378.8
ORD011526,CUST99534,Michael Thomas,michael.thomas65@hotmail.com,+1-227-172-7135,Alberta,Electronics,Clothing Item 113,8,341.3,0,2024-03-29,2024-03-31,Cancelled,REP032,2730.4
ORD013066,CUST00639,Fatima Wang,,+1-373-497-1840,British Columbia,Sports,Toys Item 074,16,81.11,5,2024-03-24,2024-04-04,Shipped,REP003,1232.87
ORD011482,CUST01587,David Smith,david.smith6@gmail.com,+1-687-155-3557,Nova Scotia,Books,Electronics Item 115,2,105.78,20,2022-07-24,2022-08-01,Returned,REP003,169.25
ORD011189,CUST01206,David Taylor,david.taylor41@gmail.com,+1-235-103-4253,Ontario,Health & Beauty,Food & Beverage Item 047,1,188.18,10,2023-02-23,2023-03-09,Shipped,REP048,169.36
ORD010648,CUST01925,Jean Harris,jean.harris16@company.ca,+1-699-140-6955,Manitoba,Food & Beverage,Food & Beverage Item 159,5,223.21,20,2023-10-28,2023-10-31,Returned,REP021,892.84
ORD010897,CUST00817,Susan Anderson,susan.anderson18@company.ca,+1-410-351-4554,Alberta,Sports,Toys Item 119,18,431.91,15,2022-11-30,2022-12-11,Shipped,REP042,6608.22
ORD011123,CUST01063,Lisa Martinez,lisa.martinez65@company.ca,+1-782-548-6723,Alberta,Toys,Toys Item 048,8,320.53,15,2023-12-04,2023-12-12,Completed,REP049,2179.6
ORD012080,CUST00771,Wei Jones,wei.jones76@outlook.com,+1-473-803-3059,Quebec,Health & Beauty,Sports Item 100,17,119.72,10,2022-08-14,2022-08-23,Completed,REP038,1831.72
ORD014785,CUST00727,Akash Jackson,akash.jackson78@company.ca,+1-875-193-8236,Quebec,Sports,Electronics Item 057,6,446.89,5,2022-10-09,2022-10-21,Returned,REP019,2547.27
ORD013820,CUST00090,Charles Martin,charles.martin16@gmail.com,+1-482-873-5430,Alberta,Sports,Electronics Item 094,2,294.04,0,2022-04-18,2022-05-02,Returned,REP038,588.08
ORD013544,CUST00453,Xin Anderson,xin.anderson39@company.ca,+1-968-116-1348,Quebec,Health & Beauty,Food & Beverage Item 135,20,116.91,10,2023-07-31,2023-08-07,Shipped,REP001,2104.38
ORD012135,CUST01703,Patricia Lee,patricia.lee83@gmail.com,416.123.,British Columbia,Sports,Sports Item 051,2,95.14,10,2023-03-18,2023-03-19,Returned,REP048,171.25
ORD012478,CUST00924,Akash Chen,akash.chen95@hotmail.com,+1-771-959-7354,New Brunswick,Books,Health & Beauty Item 147,17,315.6,15,2023-03-16,2023-03-26,Pending,REP006,4560.42
ORD013529,CUST00374,Akash Lee,akash.lee17@company.ca,+1-988-492-7686,Saskatchewan,Clothing,Books Item 066,9,399.14,15,2024-01-02,2024-01-07,Shipped,REP030,3053.42
ORD012282,CUST00021,Akash Davis,akash.davis18@hotmail.com,+1-452-955-5147,British Columbia,Sports,Food & Beverage Item 113,2,407.7,15,2024-03-10,2024-03-13,Cancelled,REP002,693.09
ORD011519,CUST01817,Maria Jones,maria.jones83@gmail.com,+1-862-748-8027,Manitoba,Electronics,Clothing Item 003,7,295.39,20,2024-01-19,2024-01-28,Completed,REP011,1654.18
ORD014066,CUST00616,Wei Garcia,wei.garcia29@hotmail.com,+1-378-291-1400,British Columbia,Books,Clothing Item 173,20,276.04,10,2022-02-13,2022-02-23,Cancelled,REP030,4968.72
ORD013467,CUST01119,Jean Garcia,jean.garcia44@company.ca,+1-479-777-4228,Quebec,Sports,Toys Item 179,16,155.68,20,2022-12-21,2022-12-30,Cancelled,REP020,1992.7
ORD011023,CUST01313,Robert Patel,robert.patel75@gmail.com,+1-887-354-3170,Ontario,Sports,Sports Item 191,2,366.97,15,2022-07-08,2022-07-22,Pending,REP014,623.85
ORD014568,CUST01269,Jessica Garcia,jessica.garcia88@gmail.com,+1-692-588-3713,Nova Scotia,Home & Garden,Toys Item 048,7,461.44,0,2023-11-09,2023-11-20,Returned,REP040,3230.08
ORD014122,CUST01803,Akash Harris,akash.harris20@yahoo.com,+1-394-275-9802,Nova Scotia,Books,Home & Garden Item 086,1,154.87,10,2022-09-22,2022-10-01,Cancelled,REP006,139.38
ORD013470,CUST01963,Patricia Thomas,patricia.thomas56@yahoo.com,+1-518-660-5114,Ontario,Clothing,Food & Beverage Item 198,3,337.07,0,2022-05-13,2022-05-22,Cancelled,REP017,1011.21
ORD014851,CUST00683,Marie Harris,marie.harris79@gmail.com,+1-676-802-5618,Ontario,Home & Garden,Sports Item 145,8,207.34,0,2024-04-13,2024-04-21,Shipped,REP042,1658.72
ORD014618,CUST01723,Lisa White,lisa.white32@hotmail.com,+1-479-126-6961,Alberta,Sports,Sports Item 051,7,225.65,20,2022-05-24,2022-05-28,Cancelled,REP014,1263.64
ORD014231,CUST01951,David Harris,david.harris17@outlook.com,+1-867-318-8104,Ontario,Electronics,Health & Beauty Item 060,2,114.27,10,2023-02-17,2023-02-26,Returned,REP045,205.69
ORD010809,CUST01632,Priya Singh,priya.singh23@outlook.com,+1-712-756-2821,Saskatchewan,Home & Garden,Sports Item 119,3,8.41,0,2023-03-31,2023-04-04,Cancelled,REP034,25.23
ORD013035,CUST00126,Michael Smith,michael.smith70@gmail.com,416.123.,British Columbia,Sports,Health & Beauty Item 097,13,87.83,10,2023-04-11,2023-04-13,Shipped,REP005,1027.61
ORD010978,CUST01759,Joseph Jones,joseph.jones56@hotmail.com,+1-390-334-7708,Manitoba,Home & Garden,Clothing Item 060,3,312.37,20,2022-10-28,2022-10-31,Pending,REP019,749.69
ORD012229,CUST00104,Patricia Lopez,patricia.lopez32@hotmail.com,+1-284-746-2518,Saskatchewan,Electronics,Toys Item 105,12,315.54,5,2023-01-13,2023-01-16,Pending,REP021,3597.16
ORD011881,CUST01306,Ana White,ana.white58@company.ca,+1-606-128-3956,Ontario,Sports,Home & Garden Item 044,4,128.31,0,2023-07-18,2023-07-27,Cancelled,REP003,513.24
ORD011862,CUST00052,Jessica Patel,jessica.patel71@company.ca,+1-666-475-5527,Ontario,Home & Garden,Sports Item 051,12,274.89,20,2024-01-23,2024-02-05,Shipped,REP013,2638.94
ORD013986,CUST01581,Sarah Martinez,sarah.martinez96@yahoo.com,+1-463-272-8908,Manitoba,Clothing,Home & Garden Item 138,16,322.01,0,2022-07-09,2022-07-14,Pending,REP049,5152.16
ORD012034,CUST00776,Ana Anderson,ana.anderson5@yahoo.com,+1-923-233-8364,Manitoba,Sports,Sports Item 014,7,419.31,5,2022-08-26,2022-08-28,Cancelled,REP005,2788.41
ORD012749,CUST01608,Priya Taylor,priya.taylor58@outlook.com,+1-692-944-2818,Manitoba,Electronics,Toys Item 116,15,472.6,0,2024-05-26,2024-05-31,Pending,REP024,7089.0
